submission_date,state,tot_cases,conf_cases,prob_cases,new_case,pnew_case,tot_death,conf_death,prob_death,new_death,pnew_death,created_at,consent_cases,consent_deaths
05/19/2020,NJ,149212,NA,NA,993,19,10586,10586,0,151,0,05/19/2020 12:00:00 AM,Not agree,Agree
04/03/2020,RI,845,NA,NA,98,NA,19,NA,NA,3,NA,04/03/2020 04:22:39 PM,Not agree,N/A
02/29/2020,NJ,0,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,Agree,Agree
02/24/2020,OR,0,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,Agree,Agree
11/15/2020,WY,22494,19298,3196,613,41,144,144,0,0,0,11/16/2020 06:40:02 PM,Agree,Agree
05/29/2020,SC,11629,11629,0,320,0,504,NA,NA,8,0,05/29/2020 12:00:00 AM,Agree,Not agree
02/24/2020,NH,0,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,Not agree,Not agree
09/14/2020,AZ,208725,206775,1950,213,49,5322,5049,273,0,0,09/15/2020 02:03:59 PM,Agree,Agree
01/24/2021,VT,11033,NA,NA,125,3,170,NA,NA,0,0,01/25/2021 02:42:40 PM,Not agree,Not agree
04/02/2021,NV,304454,NA,NA,342,0,5260,NA,NA,4,0,04/03/2021 01:51:09 PM,NA,NA
10/14/2020,NH,9349,NA,NA,70,27,458,NA,NA,2,1,10/15/2020 01:30:46 PM,Not agree,Not agree
12/18/2020,SC,275691,251857,23834,3659,554,5073,NA,NA,34,6,12/18/2020 12:00:00 AM,Agree,Not agree
05/05/2021,MT,109455,99329,10126,140,25,1578,1578,0,1,0,05/06/2021 02:14:04 PM,Agree,Agree
06/10/2020,ID,3260,2947,313,40,7,85,65,20,0,0,06/11/2020 02:48:51 PM,Agree,Agree
03/10/2020,ID,0,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,Agree,Agree
03/29/2021,ID,179763,144526,35237,335,93,1957,1706,251,3,2,03/30/2021 02:06:13 PM,Agree,Agree
07/08/2020,WA,37941,NA,NA,521,0,1394,NA,NA,10,0,07/09/2020 03:14:15 PM,N/A,N/A
01/23/2021,MI,596746,548069,48677,1826,225,15181,14291,890,230,9,01/24/2021 02:36:49 PM,Agree,Agree
02/14/2020,CT,0,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,Agree,Agree
04/25/2020,ND,803,803,0,55,0,16,NA,NA,1,0,05/25/2020 03:38:40 PM,Agree,Not agree
03/02/2020,AZ,1,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,Agree,Agree
05/12/2021,MI,970376,869512,100864,2765,594,19528,18355,1173,15,-2,05/13/2021 02:28:07 PM,Agree,Agree
12/04/2020,IN,367329,NA,NA,7899,0,6122,5832,290,89,5,12/05/2020 02:29:17 PM,Not agree,Agree
04/02/2020,MI,10791,NA,NA,1457,NA,417,NA,NA,80,NA,04/01/2020 04:22:39 PM,Agree,Agree
04/16/2020,ME,796,NA,NA,26,NA,27,NA,NA,3,NA,04/16/2020 04:22:39 PM,Agree,Agree
01/27/2021,WA,305289,NA,NA,1807,274,4211,NA,NA,44,0,01/28/2021 02:49:07 PM,N/A,N/A
11/09/2020,VA,194913,178433,16480,1435,243,3726,3460,266,13,0,11/10/2020 02:45:45 PM,Agree,Agree
03/02/2021,NJ,795785,707099,88686,3289,552,23321,20990,2331,48,0,03/03/2021 03:20:17 PM,Agree,Agree
01/25/2021,SC,444123,387648,56475,2351,304,7355,NA,NA,73,9,01/25/2021 12:00:00 AM,Agree,Not agree
11/30/2020,MS,158693,124915,33778,2365,1230,4400,3679,721,46,24,12/02/2020 12:00:00 AM,Agree,Agree
01/22/2020,CA,0,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,Not agree,Not agree
05/19/2020,MT,478,478,0,8,0,16,16,0,0,0,05/20/2020 03:28:26 PM,Agree,Agree
04/04/2020,WA,7591,NA,NA,625,NA,310,NA,NA,26,NA,04/03/2020 04:22:39 PM,N/A,N/A
04/21/2021,KY,438927,332371,106556,780,329,6373,5758,615,7,0,04/22/2021 01:56:30 PM,Agree,Agree
12/17/2020,ID,126878,105898,20980,1426,281,1259,1121,138,28,11,12/18/2020 02:45:01 PM,Agree,Agree
08/09/2020,KY,34982,32713,2269,224,-159,773,768,5,1,0,08/10/2020 02:23:35 PM,Agree,Agree
08/25/2020,CA,673095,NA,NA,4480,0,12257,NA,NA,105,0,08/26/2020 01:51:40 PM,Not agree,Not agree
10/18/2020,ID,53092,47175,5917,510,89,528,486,42,-1,0,10/19/2020 02:06:44 PM,Agree,Agree
09/19/2020,CT,55527,53218,2309,0,0,4492,3597,895,0,0,09/20/2020 01:53:10 PM,Agree,Agree
05/13/2020,AL,13437,12954,483,431,6,593,560,33,17,2,05/14/2020 12:00:00 AM,Agree,Agree
10/02/2020,IL,300385,297646,2739,2456,250,8992,8743,249,52,5,10/03/2020 01:39:53 PM,Agree,Agree
10/23/2020,DC,16609,NA,NA,72,0,642,NA,NA,0,0,10/24/2020 01:26:44 PM,NA,NA
02/28/2020,WI,0,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,Agree,Agree
12/16/2020,NV,194098,NA,NA,2366,0,2653,NA,NA,57,0,12/17/2020 02:33:42 PM,NA,NA
09/21/2020,MS,96709,89024,7685,560,128,3155,2879,276,20,6,09/23/2020 12:00:00 AM,Agree,Agree
04/06/2020,AL,4230,4033,197,281,12,95,90,5,11,0,04/07/2020 12:00:00 AM,Agree,Agree
01/11/2021,NH,52307,NA,NA,707,255,869,NA,NA,0,0,01/12/2021 02:48:35 PM,Not agree,Not agree
12/25/2020,MO,426100,NA,NA,553,94,5308,NA,NA,14,0,12/27/2020 12:00:00 AM,Not agree,Not agree
07/09/2020,IN,49575,NA,NA,512,0,2739,2546,193,7,0,07/10/2020 03:35:06 PM,Not agree,Agree
06/28/2020,SC,34267,34119,148,1442,11,774,NA,NA,16,1,06/28/2020 12:00:00 AM,Agree,Not agree
03/14/2020,OR,24,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,Agree,Agree
04/30/2021,VA,660553,513463,147090,963,7,10777,9060,1717,7,3,05/01/2021 01:43:22 PM,Agree,Agree
04/10/2021,VA,635552,495627,139925,1227,301,10472,8780,1692,14,1,04/11/2021 01:50:11 PM,Agree,Agree
11/20/2020,MN,256700,NA,NA,6794,305,3206,3093,113,68,4,11/21/2020 02:59:41 PM,N/A,Agree
03/21/2020,WA,1793,NA,NA,269,NA,94,NA,NA,11,NA,03/26/2020 04:22:39 PM,N/A,N/A
01/23/2020,FSM,0,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,Agree,Agree
08/21/2020,OR,24421,24421,0,256,-1224,414,414,0,2,-9,08/22/2020 02:21:09 PM,Agree,Agree
02/05/2020,WA,1,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,N/A,N/A
06/14/2020,MD,62032,NA,NA,331,0,2947,2817,130,8,2,06/15/2020 02:33:03 PM,N/A,Agree
02/01/2021,KY,364507,285138,79369,1617,532,3780,3450,330,35,3,02/02/2021 02:51:51 PM,Agree,Agree
05/30/2020,IN,34211,NA,NA,653,0,2125,1958,167,15,3,05/31/2020 02:43:17 PM,Not agree,Agree
12/25/2020,GU,7266,NA,NA,0,0,121,NA,NA,0,0,12/26/2020 02:34:18 PM,Not agree,Not agree
11/09/2020,VT,2415,NA,NA,23,0,59,NA,NA,0,0,11/10/2020 02:45:45 PM,Not agree,Not agree
02/10/2020,NH,0,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,Not agree,Not agree
05/30/2020,NV,8495,NA,NA,145,0,417,NA,NA,2,0,05/31/2020 02:43:17 PM,NA,NA
03/25/2020,MS,1439,1420,19,132,0,102,101,1,9,0,03/27/2020 12:00:00 AM,Agree,Agree
04/13/2020,AL,5609,5342,267,262,10,168,160,8,8,0,04/14/2020 12:00:00 AM,Agree,Agree
12/14/2020,ID,122217,102340,19877,1038,175,1194,1075,119,19,2,12/15/2020 02:39:02 PM,Agree,Agree
02/21/2020,LA,0,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,Not agree,Agree
05/28/2020,ID,2769,2520,249,38,3,82,62,20,0,0,05/29/2020 02:19:55 PM,Agree,Agree
10/12/2020,ND,28245,28245,0,508,0,357,NA,NA,12,0,10/13/2020 01:29:38 PM,Agree,Not agree
10/05/2020,VA,153182,144987,8195,625,77,3291,3077,214,15,1,10/06/2020 01:33:58 PM,Agree,Agree
04/24/2021,MO,581643,NA,NA,379,144,8695,NA,NA,1,0,04/25/2021 01:42:01 PM,Not agree,Not agree
12/29/2020,CA,2187221,NA,NA,31245,0,24526,NA,NA,242,0,12/30/2020 02:56:20 PM,Not agree,Not agree
04/15/2020,SC,3767,3767,0,95,0,137,NA,NA,6,0,04/15/2020 12:00:00 AM,Agree,Not agree
09/13/2020,IL,263466,261371,2095,1462,0,8541,8309,232,14,0,09/14/2020 02:01:21 PM,Agree,Agree
07/28/2020,WI,54064,50179,3885,783,21,913,906,7,13,0,07/29/2020 02:34:46 PM,Agree,Agree
03/01/2020,IN,0,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,Not agree,Agree
03/31/2021,MN,519529,NA,NA,1648,302,6926,6473,453,12,0,04/01/2021 02:13:30 PM,N/A,Agree
08/20/2020,VI,869,NA,NA,41,0,10,NA,NA,1,0,08/21/2020 02:27:34 PM,NA,NA
06/22/2020,WA,28870,NA,NA,190,0,1276,NA,NA,6,0,06/23/2020 02:28:19 PM,N/A,N/A
05/05/2021,AL,530567,410083,120484,334,120,10977,8647,2330,0,0,05/06/2021 12:00:00 AM,Agree,Agree
08/06/2020,WI,61985,57779,4206,875,36,985,978,7,8,0,08/07/2020 11:57:59 PM,Agree,Agree
03/29/2020,DE,232,NA,NA,18,NA,6,NA,NA,1,NA,03/28/2020 04:22:39 PM,Agree,Agree
02/27/2021,MD,382099,NA,NA,827,0,7869,7687,182,13,0,02/28/2021 02:48:18 PM,N/A,Agree
01/06/2021,OR,120223,118503,1720,735,0,1558,1543,15,8,0,01/07/2021 02:56:59 PM,Agree,Agree
09/11/2020,MD,115533,NA,NA,809,0,3836,3693,143,8,0,09/12/2020 02:12:43 PM,N/A,Agree
05/10/2020,WI,10219,10219,0,280,0,400,400,0,2,0,05/11/2020 09:26:08 PM,Agree,Agree
04/01/2021,MS,306103,187942,118161,203,119,7162,4956,2206,0,0,04/03/2021 12:00:00 AM,Agree,Agree
12/19/2020,CA,1807982,NA,NA,43608,0,22432,NA,NA,272,0,12/20/2020 02:32:33 PM,Not agree,Not agree
07/05/2020,RI,17028,NA,NA,25,0,988,NA,NA,2,0,07/06/2020 03:16:12 PM,Not agree,N/A
11/11/2020,MD,159900,NA,NA,1477,0,4261,4112,149,12,0,11/12/2020 02:55:21 PM,N/A,Agree
05/03/2021,DC,47903,NA,NA,103,0,1106,NA,NA,0,0,05/04/2021 02:00:10 PM,NA,NA
08/05/2020,IN,69975,NA,NA,720,0,3007,2805,202,11,0,08/06/2020 02:12:27 PM,Not agree,Agree
05/10/2021,ID,189128,151507,37621,114,19,2061,1797,264,0,0,05/11/2021 01:53:24 PM,Agree,Agree
06/11/2020,MI,65449,59496,5953,267,49,5985,5738,247,30,3,06/12/2020 02:17:59 PM,Agree,Agree
01/22/2021,SC,433728,379154,54574,4656,1031,7133,NA,NA,55,8,01/22/2021 12:00:00 AM,Agree,Not agree
06/28/2020,ID,5319,4790,529,0,0,91,71,20,0,0,06/29/2020 02:37:31 PM,Agree,Agree
02/09/2021,WY,52830,45056,7774,46,37,647,647,0,23,0,02/10/2021 02:52:16 PM,Agree,Agree
02/07/2021,DC,38035,NA,NA,158,0,952,NA,NA,5,0,02/08/2021 02:53:12 PM,NA,NA
