submission_date,state,tot_cases,conf_cases,prob_cases,new_case,pnew_case,tot_death,conf_death,prob_death,new_death,pnew_death,created_at,consent_cases,consent_deaths
08/18/2020,VI,796,NA,NA,36,0,9,NA,NA,0,0,08/19/2020 02:23:51 PM,NA,NA
09/26/2020,NV,78457,NA,NA,602,0,1624,NA,NA,9,0,09/27/2020 01:39:49 PM,NA,NA
04/13/2020,DE,1866,1841,25,146,1,41,NA,NA,6,NA,04/15/2020 12:00:00 AM,Agree,Agree
05/18/2021,VI,3288,NA,NA,9,0,27,NA,NA,0,0,05/19/2021 02:37:49 PM,NA,NA
05/18/2021,MD,456756,NA,NA,328,0,9517,9305,212,8,0,05/20/2021 12:00:00 AM,N/A,Agree
02/14/2021,FSM,1,1,0,0,0,0,0,0,0,0,02/15/2021 02:46:24 PM,Agree,Agree
04/19/2021,WY,57378,48535,8843,37,23,703,703,0,0,0,04/20/2021 02:59:01 PM,Agree,Agree
02/03/2021,MI,659174,601476,57698,1290,265,15964,15006,958,46,1,02/05/2021 12:00:00 AM,Agree,Agree
05/18/2020,FSM,0,0,0,0,0,0,0,0,0,0,05/19/2020 03:45:23 PM,Agree,Agree
04/21/2020,NC,7268,7261,7,121,1,255,255,0,15,0,04/20/2020 12:00:00 AM,Agree,Agree
02/01/2020,ND,0,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,Agree,Not agree
09/03/2020,VA,124779,119259,5520,1111,42,2662,2529,133,10,0,09/04/2020 01:36:16 PM,Agree,Agree
04/01/2020,VT,321,NA,NA,28,NA,16,NA,NA,3,NA,03/31/2020 04:22:39 PM,Not agree,Not agree
05/01/2020,MI,55701,52790,2911,1177,126,4588,4333,255,84,3,05/03/2020 12:00:00 AM,Agree,Agree
05/14/2021,CA,3671780,NA,NA,1327,0,62191,NA,NA,29,0,05/14/2021 12:00:00 AM,Not agree,Not agree
12/16/2020,NE,152176,NA,NA,1248,0,1448,NA,NA,10,0,12/18/2020 12:00:00 AM,Not agree,Not agree
04/07/2021,VA,631083,492454,138629,1928,432,10436,8742,1694,21,-2,04/08/2021 01:46:50 PM,Agree,Agree
09/16/2020,ME,4962,4458,504,21,-3,138,137,1,0,0,09/17/2020 01:45:45 PM,Agree,Agree
12/25/2020,WY,42664,36700,5964,0,0,373,373,0,0,0,12/26/2020 02:34:18 PM,Agree,Agree
04/24/2021,LA,455838,NA,NA,297,0,10336,9433,903,0,0,04/25/2021 01:42:01 PM,Not agree,Agree
06/21/2020,ID,4006,3585,421,0,0,89,69,20,0,0,06/22/2020 03:24:02 PM,Agree,Agree
02/02/2020,AZ,1,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,Agree,Agree
03/17/2021,LA,439002,NA,NA,445,165,9955,9184,771,30,8,03/18/2021 02:01:55 PM,Not agree,Agree
06/09/2020,NE,15883,NA,NA,131,0,191,NA,NA,3,0,06/11/2020 12:00:00 AM,Not agree,Not agree
02/24/2021,DC,39943,NA,NA,99,0,1001,NA,NA,3,0,02/25/2021 02:54:32 PM,NA,NA
12/31/2020,AZ,520559,495469,25090,7721,904,8864,8006,858,146,32,01/01/2021 02:49:07 PM,Agree,Agree
04/06/2020,DC,1097,NA,NA,99,NA,24,NA,NA,2,NA,04/05/2020 04:22:39 PM,NA,NA
05/10/2020,AL,12542,12063,479,238,9,545,519,26,11,2,05/11/2020 04:00:00 PM,Agree,Agree
01/08/2021,MI,613568,563118,50450,2570,329,14488,13661,827,95,7,01/10/2021 12:00:00 AM,Agree,Agree
05/27/2021,NV,323481,NA,NA,232,0,5578,NA,NA,8,0,05/28/2021 01:29:21 PM,NA,NA
02/01/2021,FSM,1,1,0,0,0,0,0,0,0,0,02/02/2021 02:51:51 PM,Agree,Agree
03/24/2021,VI,2876,NA,NA,-1,0,25,NA,NA,-1,0,03/25/2021 02:25:23 PM,NA,NA
04/05/2020,GU,110,NA,NA,17,NA,4,NA,NA,0,NA,04/04/2020 04:22:39 PM,Not agree,Not agree
05/11/2021,WI,666974,603820,63154,573,56,7666,6917,749,14,1,05/12/2021 02:33:56 PM,Agree,Agree
12/21/2020,MN,399311,NA,NA,1992,140,4931,4739,192,22,2,12/22/2020 02:35:48 PM,N/A,Agree
06/18/2020,LA,48634,NA,NA,0,0,3062,2950,112,0,0,06/19/2020 03:01:11 PM,Not agree,Agree
05/04/2021,MS,313229,191710,121519,213,81,7236,4987,2249,1,1,05/06/2021 12:00:00 AM,Agree,Agree
03/16/2020,AL,629,586,43,114,2,2,1,1,0,0,03/17/2020 04:00:00 PM,Agree,Agree
03/14/2021,NC,889450,770459,118991,1674,462,12360,10925,1435,15,0,03/13/2021 12:00:00 AM,Agree,Agree
01/31/2020,IL,2,NA,NA,1,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,Agree,Agree
03/19/2021,WY,55581,47069,8512,102,4,693,693,0,0,0,03/20/2021 02:03:21 PM,Agree,Agree
04/23/2020,IN,13039,NA,NA,601,0,945,840,105,52,2,06/17/2021 01:56:23 PM,Not agree,Agree
01/09/2021,MI,615542,564766,50776,1974,326,14558,13726,832,70,5,01/11/2021 12:00:00 AM,Agree,Agree
06/11/2020,AL,28848,27914,934,776,27,1039,971,68,19,1,06/12/2020 04:00:00 PM,Agree,Agree
02/07/2020,MO,0,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,Not agree,Not agree
04/14/2021,OR,172206,172206,0,808,0,2449,2449,0,3,0,04/15/2021 01:58:27 PM,Agree,Agree
06/22/2020,VI,76,NA,NA,0,0,6,NA,NA,0,0,06/23/2020 02:28:19 PM,NA,NA
12/02/2020,KY,186765,154260,32505,3597,865,1980,1909,71,37,2,12/03/2020 03:21:08 PM,Agree,Agree
05/02/2020,MO,9056,NA,NA,68,0,512,NA,NA,18,0,05/04/2020 12:00:00 AM,Not agree,Not agree
01/08/2021,NV,243661,NA,NA,2866,0,3394,NA,NA,55,0,01/09/2021 03:26:08 PM,NA,NA
03/23/2020,MN,262,NA,NA,26,NA,1,NA,NA,0,NA,03/26/2020 04:22:39 PM,N/A,Agree
09/11/2020,ME,4834,4349,485,42,10,135,134,1,1,0,09/12/2020 02:12:43 PM,Agree,Agree
01/24/2021,IL,1101819,1101819,0,3292,0,20680,18750,1930,35,-4,01/25/2021 02:42:40 PM,Agree,Agree
10/30/2020,AL,201118,170284,30834,1216,273,4549,3901,648,15,3,10/31/2020 04:00:00 PM,Agree,Agree
08/09/2020,VA,100750,96808,3942,664,23,2327,2215,112,1,0,08/10/2020 02:23:35 PM,Agree,Agree
04/22/2021,IL,1312722,1312722,0,3170,0,24056,21755,2301,38,5,04/23/2021 01:57:50 PM,Agree,Agree
01/15/2021,AZ,658583,622174,36409,9149,671,11040,9931,1109,185,32,01/16/2021 02:46:10 PM,Agree,Agree
10/16/2020,MT,21595,21595,0,-2,0,235,235,0,4,0,10/17/2020 02:09:18 PM,Agree,Agree
07/28/2020,OR,17416,17416,0,328,0,303,303,0,14,0,07/29/2020 02:34:46 PM,Agree,Agree
01/24/2021,KY,346586,273686,72900,2018,523,3421,3145,276,35,4,01/25/2021 02:42:40 PM,Agree,Agree
07/22/2020,NV,38877,NA,NA,1136,7,730,NA,NA,28,0,07/23/2020 02:48:19 PM,NA,NA
03/28/2020,MT,147,NA,NA,26,NA,1,NA,NA,0,NA,03/28/2020 04:22:39 PM,Agree,Agree
06/19/2021,DC,49249,NA,NA,6,0,1141,NA,NA,0,0,06/19/2021 12:00:00 AM,NA,NA
12/23/2020,MO,423296,NA,NA,3686,889,6478,NA,NA,51,0,12/25/2020 12:00:00 AM,Not agree,Not agree
11/18/2020,ND,68612,68612,0,1382,0,795,NA,NA,10,0,11/19/2020 03:01:36 PM,Agree,Not agree
11/01/2020,DE,25471,24307,1164,185,5,710,623,87,0,0,11/03/2020 12:00:00 AM,Agree,Agree
02/02/2021,DC,37138,NA,NA,130,0,921,NA,NA,5,0,02/03/2021 02:55:58 PM,NA,NA
04/27/2020,ID,1917,1785,132,20,3,58,58,0,2,-17,05/25/2020 03:38:40 PM,Agree,Agree
06/13/2021,KY,462303,347437,114866,83,29,7158,6417,741,3,1,06/14/2021 03:07:59 PM,Agree,Agree
06/10/2021,RI,152194,NA,NA,39,0,2722,NA,NA,0,0,06/12/2021 12:00:00 AM,Not agree,N/A
03/04/2020,VT,0,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,Not agree,Not agree
12/10/2020,NH,28272,NA,NA,680,316,584,NA,NA,14,1,12/11/2020 03:06:51 PM,Not agree,Not agree
02/04/2021,NV,281596,NA,NA,889,0,4424,NA,NA,51,0,02/05/2021 02:54:41 PM,NA,NA
12/02/2020,OR,78160,76440,1720,1506,0,953,938,15,17,0,12/03/2020 03:21:08 PM,Agree,Agree
04/12/2020,ND,308,NA,NA,15,NA,8,NA,NA,1,NA,04/11/2020 04:22:39 PM,Agree,Not agree
03/19/2020,NE,27,NA,NA,0,NA,0,NA,NA,0,NA,03/21/2020 12:00:00 AM,Not agree,Not agree
01/26/2020,CT,0,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,Agree,Agree
06/12/2021,ID,193590,154942,38648,75,11,2116,1845,271,0,0,06/13/2021 01:40:53 PM,Agree,Agree
03/29/2020,WA,4508,NA,NA,453,0,189,NA,NA,0,NA,03/31/2020 12:00:00 AM,N/A,N/A
07/14/2020,IN,52685,NA,NA,648,0,2909,2713,196,10,1,07/14/2020 12:00:00 AM,Not agree,Agree
09/25/2020,CA,816699,NA,NA,3787,0,16588,NA,NA,66,0,09/25/2020 12:00:00 AM,Not agree,Not agree
12/06/2020,CT,127715,119584,8131,0,0,5146,4143,1003,0,0,12/07/2020 02:38:33 PM,Agree,Agree
06/11/2021,FSM,1,1,0,0,0,0,0,0,0,0,06/12/2021 02:13:34 PM,Agree,Agree
08/21/2020,IN,84317,NA,NA,1040,0,3367,3149,218,17,1,08/21/2020 12:00:00 AM,Not agree,Agree
05/08/2020,ND,1425,1425,0,54,0,33,NA,NA,2,0,05/09/2020 09:26:08 PM,Agree,Not agree
03/31/2020,KY,591,NA,NA,111,NA,18,NA,NA,7,NA,03/30/2020 04:22:39 PM,Agree,Agree
01/30/2021,FSM,1,1,0,0,0,0,0,0,0,0,01/31/2021 02:48:12 PM,Agree,Agree
04/07/2020,AZ,2575,NA,NA,119,NA,73,NA,NA,8,NA,04/07/2020 04:22:39 PM,Agree,Agree
02/07/2021,VT,12900,NA,NA,134,2,183,NA,NA,1,0,02/08/2021 02:53:12 PM,Not agree,Not agree
01/01/2021,NJ,533587,NA,NA,5803,302,19160,17139,2021,118,0,01/01/2021 12:00:00 AM,Not agree,Agree
10/24/2020,WA,104424,NA,NA,949,33,2296,NA,NA,0,0,10/26/2020 12:00:00 AM,N/A,N/A
02/07/2020,WA,1,NA,NA,0,0,0,NA,NA,0,NA,02/09/2020 12:00:00 AM,N/A,N/A
02/05/2020,WA,1,NA,NA,0,0,0,NA,NA,0,NA,02/07/2020 12:00:00 AM,N/A,N/A
10/26/2020,AL,195401,165862,29539,1839,451,4465,3831,634,18,3,10/27/2020 04:00:00 PM,Agree,Agree
05/26/2020,NJ,156064,NA,NA,688,16,11191,11191,0,47,0,05/26/2020 12:00:00 AM,Not agree,Agree
03/26/2020,WI,707,NA,NA,122,NA,8,NA,NA,2,NA,03/26/2020 04:22:39 PM,Agree,Agree
11/28/2020,NJ,358572,NA,NA,3740,660,16965,15136,1829,23,0,11/28/2020 12:00:00 AM,Not agree,Agree
11/06/2020,CT,78125,73206,4919,1065,120,4671,3757,914,15,2,11/07/2020 02:45:17 PM,Agree,Agree
05/13/2020,CT,34855,32878,1977,522,105,3125,2393,732,84,18,05/14/2020 05:25:44 PM,Agree,Agree
10/26/2020,DC,16812,NA,NA,45,0,642,NA,NA,0,0,10/27/2020 01:47:53 PM,NA,NA
05/06/2021,DE,106401,99214,7187,203,31,1629,1488,141,1,0,05/08/2021 12:00:00 AM,Agree,Agree
06/18/2021,VI,3768,NA,NA,16,0,30,NA,NA,0,0,06/18/2021 12:00:00 AM,NA,NA
07/27/2020,IN,62907,NA,NA,535,0,3047,2845,202,11,1,07/27/2020 12:00:00 AM,Not agree,Agree
08/04/2020,WI,60171,56056,4115,770,42,968,961,7,12,0,08/05/2020 02:13:18 PM,Agree,Agree
08/07/2020,MO,62998,NA,NA,1095,25,1498,NA,NA,12,0,08/09/2020 12:00:00 AM,Not agree,Not agree
01/31/2020,NJ,0,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,Agree,Agree
01/22/2021,RI,110900,NA,NA,742,0,2261,NA,NA,16,0,01/23/2021 02:50:13 PM,Not agree,N/A
01/07/2021,GU,7399,NA,NA,13,0,124,NA,NA,0,0,01/08/2021 03:56:01 PM,Not agree,Not agree
06/22/2021,SC,596139,493330,102809,238,-228,9806,NA,NA,2,-3,06/23/2021 03:24:06 PM,Agree,Not agree
05/10/2020,MS,10973,10892,81,198,0,735,723,12,8,0,05/12/2020 12:00:00 AM,Agree,Agree
10/26/2020,OR,42436,40716,1720,335,0,655,640,15,2,0,10/27/2020 01:47:53 PM,Agree,Agree
04/17/2020,WA,11186,NA,NA,262,0,603,NA,NA,20,NA,04/19/2020 12:00:00 AM,N/A,N/A
04/14/2020,MI,36260,34922,1338,1061,72,2566,2403,163,143,9,04/16/2020 12:00:00 AM,Agree,Agree
07/22/2020,WY,2288,1864,424,50,16,25,25,0,0,0,07/23/2020 02:48:19 PM,Agree,Agree
02/04/2020,MT,0,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,Agree,Agree
09/12/2020,FSM,0,0,0,0,0,0,0,0,0,0,09/13/2020 04:17:15 PM,Agree,Agree
06/07/2020,CT,43968,41895,2073,150,-2,4071,3229,842,16,5,06/08/2020 02:55:08 PM,Agree,Agree
01/19/2021,NC,711578,630682,80896,31139,15557,9621,8684,937,1510,298,01/18/2021 12:00:00 AM,Agree,Agree
11/18/2020,CA,1111320,NA,NA,17566,0,19421,NA,NA,94,0,11/18/2020 12:00:00 AM,Not agree,Not agree
10/30/2020,VI,1362,NA,NA,9,0,21,NA,NA,0,0,10/31/2020 01:30:31 PM,NA,NA
09/04/2020,WA,77056,NA,NA,498,36,1953,NA,NA,8,0,09/06/2020 12:00:00 AM,N/A,N/A
02/07/2020,MN,0,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,N/A,Agree
04/01/2020,LA,6424,NA,NA,1187,NA,273,NA,NA,34,NA,03/31/2020 04:22:39 PM,Not agree,Agree
11/19/2020,RI,48190,NA,NA,1035,0,1315,NA,NA,6,0,11/20/2020 03:06:16 PM,Not agree,N/A
06/10/2021,DC,49151,NA,NA,24,0,1137,NA,NA,0,0,06/11/2021 02:20:54 PM,NA,NA
07/24/2020,KY,25931,24615,1316,784,51,691,687,4,7,0,07/25/2020 05:40:06 PM,Agree,Agree
11/14/2020,IL,562985,562985,0,11028,0,11088,10670,418,197,31,11/15/2020 03:12:13 PM,Agree,Agree
11/25/2020,MI,460815,424001,36814,6132,363,9633,9192,441,93,6,11/27/2020 12:00:00 AM,Agree,Agree
04/07/2021,ND,104364,97351,7013,197,72,1468,NA,NA,0,0,04/08/2021 01:46:50 PM,Agree,Not agree
06/22/2020,ND,3313,3313,0,25,0,77,NA,NA,0,0,06/23/2020 02:28:19 PM,Agree,Not agree
07/30/2020,NE,25766,NA,NA,344,0,328,NA,NA,4,0,08/01/2020 12:00:00 AM,Not agree,Not agree
06/26/2020,RI,16678,NA,NA,61,0,960,NA,NA,1,0,06/27/2020 05:51:58 PM,Not agree,N/A
04/24/2021,ND,106688,98847,7841,32,2,1486,NA,NA,0,0,04/25/2021 01:42:01 PM,Agree,Not agree
06/10/2021,MS,319115,195359,123756,236,102,7353,5071,2282,1,1,06/11/2021 02:20:54 PM,Agree,Agree
03/31/2020,DC,495,NA,NA,0,NA,9,NA,NA,0,NA,03/30/2020 04:22:39 PM,NA,NA
08/10/2020,IN,74992,NA,NA,664,0,3199,2991,208,7,0,08/10/2020 12:00:00 AM,Not agree,Agree
03/17/2020,WI,88,NA,NA,35,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,Agree,Agree
01/28/2020,MT,0,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,Agree,Agree
03/26/2021,VA,613975,480406,133569,1912,512,10179,8537,1642,24,2,03/27/2021 02:01:18 PM,Agree,Agree
04/09/2020,AL,5171,4911,260,218,8,129,122,7,11,1,04/10/2020 04:00:00 PM,Agree,Agree
02/16/2020,WI,0,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,Agree,Agree
10/23/2020,DE,24005,22894,1111,159,1,678,597,81,0,0,10/25/2020 12:00:00 AM,Agree,Agree
08/15/2020,RI,20504,NA,NA,98,0,1045,NA,NA,0,0,08/16/2020 02:57:14 PM,Not agree,N/A
12/08/2020,NV,173281,NA,NA,2694,0,2359,NA,NA,40,0,12/09/2020 02:45:40 PM,NA,NA
04/05/2021,IL,1258736,1258736,0,2102,0,23665,21384,2281,11,0,04/06/2021 01:43:58 PM,Agree,Agree
03/12/2021,NE,204292,NA,NA,0,0,2124,NA,NA,0,0,03/14/2021 12:00:00 AM,Not agree,Not agree
02/08/2021,NV,284590,NA,NA,548,0,4522,NA,NA,2,0,02/09/2021 03:24:29 PM,NA,NA
05/26/2020,ME,2109,1894,215,0,0,79,79,0,0,-1,05/27/2020 03:37:59 PM,Agree,Agree
03/21/2020,MN,137,NA,NA,22,NA,1,NA,NA,1,NA,03/26/2020 04:22:39 PM,N/A,Agree
06/14/2020,NJ,167472,NA,NA,286,8,12625,12625,0,36,0,06/14/2020 12:00:00 AM,Not agree,Agree
09/06/2020,MO,98954,NA,NA,589,16,1976,NA,NA,18,0,09/08/2020 12:00:00 AM,Not agree,Not agree
07/05/2020,MT,1249,1249,0,82,0,23,23,0,0,0,07/06/2020 03:16:12 PM,Agree,Agree
11/22/2020,VI,1504,NA,NA,0,0,23,NA,NA,0,0,11/23/2020 03:04:35 PM,NA,NA
07/10/2020,MS,41904,41089,815,988,52,1657,1614,43,27,1,07/12/2020 12:00:00 AM,Agree,Agree
08/11/2020,MT,5289,5289,0,272,0,79,79,0,4,0,08/12/2020 01:50:14 PM,Agree,Agree
04/08/2021,AZ,847525,787078,60447,670,142,17055,15123,1932,32,3,04/09/2021 02:11:49 PM,Agree,Agree
05/21/2020,WY,801,608,193,14,2,12,12,0,1,0,05/22/2020 03:31:45 PM,Agree,Agree
07/29/2020,MO,53649,NA,NA,1245,19,1361,NA,NA,17,0,07/31/2020 12:00:00 AM,Not agree,Not agree
10/04/2020,NC,221034,214417,6617,2001,173,3869,3823,46,19,1,10/03/2020 12:00:00 AM,Agree,Agree
02/22/2021,AZ,809985,755562,54423,1510,36,15502,13692,1810,-3,-1,02/23/2021 02:51:13 PM,Agree,Agree
05/05/2021,NE,221069,NA,NA,217,0,2249,NA,NA,4,0,05/07/2021 12:00:00 AM,Not agree,Not agree
03/29/2020,MI,16821,16443,378,957,28,358,326,32,70,8,03/31/2020 12:00:00 AM,Agree,Agree
10/03/2020,SC,152607,146721,5886,674,42,3561,NA,NA,11,0,10/03/2020 12:00:00 AM,Agree,Not agree
08/03/2020,MD,91854,NA,NA,710,0,3646,3503,143,10,0,08/05/2020 12:00:00 AM,N/A,Agree
08/18/2020,MD,101649,NA,NA,414,0,3775,3628,147,8,0,08/20/2020 12:00:00 AM,N/A,Agree
04/04/2021,RI,139173,NA,NA,79,0,2629,NA,NA,2,0,04/05/2021 01:43:02 PM,Not agree,N/A
03/24/2021,NH,81521,NA,NA,389,160,1228,NA,NA,10,3,03/25/2021 02:25:23 PM,Not agree,Not agree
11/06/2020,DC,17792,NA,NA,110,0,652,NA,NA,2,0,11/07/2020 02:45:17 PM,NA,NA
11/15/2020,VI,1434,NA,NA,0,0,23,NA,NA,0,0,11/16/2020 06:40:02 PM,NA,NA
12/09/2020,NC,424330,393499,30831,8461,1221,6183,5907,276,48,8,12/08/2020 12:00:00 AM,Agree,Agree
01/01/2021,SC,334400,300405,33995,5259,773,5766,NA,NA,53,6,01/01/2021 12:00:00 AM,Agree,Not agree
06/27/2020,NH,5671,NA,NA,33,0,365,NA,NA,8,0,06/28/2020 02:59:02 PM,Not agree,Not agree
03/03/2021,ND,100067,94735,5332,0,0,1448,NA,NA,0,0,03/04/2021 03:08:33 PM,Agree,Not agree
05/16/2021,AZ,872978,808349,64629,482,66,17466,15527,1939,7,-2,05/17/2021 02:13:39 PM,Agree,Agree
04/23/2021,ID,186183,149366,36817,190,46,2031,1770,261,3,0,04/24/2021 02:22:34 PM,Agree,Agree
07/12/2020,RI,17377,NA,NA,40,0,1003,NA,NA,3,0,07/13/2020 03:19:34 PM,Not agree,N/A
04/12/2020,DE,1720,1696,24,108,0,35,NA,NA,2,NA,04/14/2020 12:00:00 AM,Agree,Agree
01/20/2021,KY,334321,265333,68988,3414,1175,3243,2983,260,49,7,01/21/2021 02:44:32 PM,Agree,Agree
01/21/2021,RI,110158,NA,NA,1007,0,2245,NA,NA,10,0,01/22/2021 02:51:49 PM,Not agree,N/A
05/12/2021,WY,58893,49686,9207,58,14,712,712,0,0,0,05/13/2021 02:28:07 PM,Agree,Agree
04/12/2021,GU,7847,NA,NA,14,1,136,NA,NA,0,0,04/13/2021 02:00:37 PM,Not agree,Not agree
08/03/2020,KY,31508,29623,1885,323,46,744,740,4,2,0,08/04/2020 02:09:35 PM,Agree,Agree
09/29/2020,DC,15300,NA,NA,36,0,626,NA,NA,2,0,09/30/2020 02:17:41 PM,NA,NA
06/05/2020,ND,2745,2745,0,39,0,71,NA,NA,5,0,06/06/2020 02:31:37 PM,Agree,Not agree
04/08/2020,VI,45,NA,NA,0,NA,1,NA,NA,0,NA,04/07/2020 04:22:39 PM,NA,NA
09/12/2020,IN,104561,NA,NA,1056,0,3621,3399,222,12,0,09/12/2020 12:00:00 AM,Not agree,Agree
01/19/2021,WA,292164,NA,NA,1379,48,3940,NA,NA,37,0,01/21/2021 12:00:00 AM,N/A,N/A
04/12/2020,FSM,0,NA,NA,0,NA,0,NA,NA,0,NA,04/11/2020 04:22:39 PM,Agree,Agree
09/20/2020,DE,19784,18784,1000,101,1,627,550,77,6,4,09/22/2020 12:00:00 AM,Agree,Agree
10/01/2020,AL,167974,144301,23673,838,177,3989,3462,527,18,4,10/02/2020 04:00:00 PM,Agree,Agree
02/11/2021,MD,368977,NA,NA,1112,0,7966,7766,200,27,1,02/13/2021 12:00:00 AM,N/A,Agree
02/20/2020,AZ,1,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,Agree,Agree
04/30/2020,MN,5136,NA,NA,0,0,343,343,0,0,0,05/01/2020 09:00:19 PM,N/A,Agree
01/06/2021,DE,63786,61123,2663,1195,76,947,844,103,0,0,01/08/2021 12:00:00 AM,Agree,Agree
12/12/2020,SC,259302,238469,20833,2696,239,4895,NA,NA,34,8,12/12/2020 12:00:00 AM,Agree,Not agree
07/17/2020,KY,21605,20607,998,522,33,658,653,5,8,1,07/18/2020 04:14:26 PM,Agree,Agree
06/04/2021,VT,24252,NA,NA,12,1,256,NA,NA,1,0,06/05/2021 01:49:07 PM,Not agree,Not agree
02/13/2020,DC,0,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,NA,NA
03/12/2021,WI,624508,568902,55606,707,157,7164,6525,639,4,3,03/13/2021 03:19:19 PM,Agree,Agree
06/02/2020,NV,8830,NA,NA,142,0,420,NA,NA,-1,0,06/03/2020 02:11:36 PM,NA,NA
02/26/2021,MI,687812,625046,62766,1313,289,16620,15629,991,16,1,02/28/2021 12:00:00 AM,Agree,Agree
03/14/2020,VA,29,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,Agree,Agree
01/31/2020,GU,0,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,Not agree,Not agree
10/05/2020,WY,6629,5660,969,125,11,53,53,0,0,0,10/06/2020 01:33:58 PM,Agree,Agree
11/01/2020,OR,45429,43709,1720,508,0,691,676,15,2,0,11/02/2020 02:53:09 PM,Agree,Agree
11/23/2020,AL,248421,206427,41994,3408,798,5134,4344,790,27,7,11/24/2020 02:00:00 PM,Agree,Agree
03/28/2020,WA,4055,NA,NA,442,0,189,NA,NA,14,NA,03/30/2020 12:00:00 AM,N/A,N/A
11/06/2020,OR,48608,46888,1720,769,0,716,701,15,6,0,11/07/2020 02:45:17 PM,Agree,Agree
01/02/2021,WA,252871,NA,NA,2241,171,3461,NA,NA,0,0,01/04/2021 12:00:00 AM,N/A,N/A
07/11/2020,NH,6024,NA,NA,33,0,391,NA,NA,1,0,07/12/2020 03:13:57 PM,Not agree,Not agree
11/15/2020,NC,320049,303012,17037,3906,465,5207,5056,151,39,3,11/14/2020 12:00:00 AM,Agree,Agree
10/05/2020,MN,105740,NA,NA,1914,0,2140,2087,53,7,0,10/06/2020 01:33:58 PM,N/A,Agree
08/29/2020,KY,47577,43507,4070,820,124,921,913,8,3,0,08/30/2020 02:49:52 PM,Agree,Agree
01/25/2020,VI,0,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,NA,NA
05/12/2021,WI,667637,604378,63259,663,105,7687,6935,752,21,3,05/13/2021 02:28:07 PM,Agree,Agree
05/03/2020,DE,5630,5480,150,302,3,177,177,0,9,0,05/05/2020 12:00:00 AM,Agree,Agree
09/08/2020,ME,4734,4258,476,21,7,134,133,1,0,0,09/09/2020 01:47:50 PM,Agree,Agree
05/20/2020,VT,945,NA,NA,1,0,54,NA,NA,0,0,05/21/2020 03:41:38 PM,Not agree,Not agree
09/10/2020,ID,34617,31943,2674,307,52,407,370,37,1,0,09/11/2020 01:51:03 PM,Agree,Agree
01/30/2020,VT,0,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,Not agree,Not agree
03/26/2021,IL,1232900,1232900,0,3002,0,23472,21203,2269,30,-2,03/27/2021 02:01:18 PM,Agree,Agree
09/21/2020,MN,91422,NA,NA,480,0,2031,1979,52,10,0,09/22/2020 01:51:57 PM,N/A,Agree
05/21/2021,MI,989036,885373,103663,846,126,20286,19076,1210,25,3,05/23/2021 12:00:00 AM,Agree,Agree
06/29/2020,GU,257,NA,NA,4,0,5,NA,NA,0,0,06/30/2020 03:27:33 PM,Not agree,Not agree
08/26/2020,MI,201360,183011,18349,1302,122,6796,6478,318,10,0,08/28/2020 12:00:00 AM,Agree,Agree
05/20/2020,OR,3801,3701,100,75,10,144,144,0,4,0,05/21/2020 03:41:38 PM,Agree,Agree
12/01/2020,WY,33805,29389,4416,500,164,230,230,0,15,0,12/02/2020 03:48:48 PM,Agree,Agree
06/08/2020,SC,16038,16038,0,455,0,594,NA,NA,8,0,06/08/2020 12:00:00 AM,Agree,Not agree
01/28/2021,DC,36132,NA,NA,267,0,902,NA,NA,7,0,01/29/2021 02:42:19 PM,NA,NA
08/27/2020,WY,3722,3166,556,38,7,37,37,0,0,0,08/28/2020 01:43:49 PM,Agree,Agree
02/09/2021,NH,68918,NA,NA,419,185,1109,NA,NA,3,0,02/10/2021 02:52:16 PM,Not agree,Not agree
06/07/2021,NC,1006593,857304,149289,424,117,13269,11696,1573,6,0,06/06/2021 12:00:00 AM,Agree,Agree
04/09/2020,CT,9784,NA,NA,1003,NA,380,NA,NA,45,NA,04/08/2020 04:22:39 PM,Agree,Agree
02/24/2020,VI,0,NA,NA,0,NA,0,NA,NA,0,NA,03/26/2020 04:22:39 PM,NA,NA
